,Condition,Method,replicate,Quartet Type,Branch Type,l-true,l-est,log10(l-true),log10(l-est),|l-true - l-est|,log10(l-est/l-true)
6350,only_hs,Patristic(AVG)+FastME,071,unbalanced,terminal,0.11828737,0.13446871,-0.9270616241981963,-0.8713787614255958,0.01618133999999999,0.05568286277260053
6351,only_hs,Patristic(AVG)+FastME,071,unbalanced,terminal,0.00821878,0.04746118,-2.085192644575617,-1.3236614683707235,0.0392424,0.7615311762048933
6352,only_hs,Patristic(AVG)+FastME,071,unbalanced,terminal,0.01629116,0.05520422,-1.7880479909730815,-1.2580277220414162,0.03891306,0.5300202689316652
6353,only_hs,Patristic(AVG)+FastME,071,unbalanced,internal,0.0183524,0.01624682,-1.7363071336679812,-1.7892316310913312,0.0021055800000000027,-0.052924497423350064
6354,only_hs,Patristic(AVG)+FastME,071,unbalanced,terminal,0.03777929,0.07510762,-1.4227462081923639,-1.124315999665956,0.03732833,0.2984302085264079
6355,only_hs,Patristic(AVG)+FastME,072,balanced,terminal,0.16415049,0.3650672,-0.7847578165351374,-0.43762718512453286,0.20091670999999997,0.34713063141060463
6356,only_hs,Patristic(AVG)+FastME,072,balanced,terminal,0.14419039,0.34959543,-0.8410636835073528,-0.4564342532079855,0.20540503999999998,0.3846294302993673
6357,only_hs,Patristic(AVG)+FastME,072,balanced,internal,0.07093319,0.09548104,-1.1491505086662754,-1.0200828592107234,0.02454785000000001,0.129067649455552
6358,only_hs,Patristic(AVG)+FastME,072,balanced,terminal,0.19085552,0.36447925,-0.719295274693809,-0.438327191260993,0.17362372999999998,0.28096808343281604
6359,only_hs,Patristic(AVG)+FastME,072,balanced,terminal,0.18694446,0.36399057,-0.728287400405881,-0.4389098675872466,0.17704611,0.2893775328186344
6360,only_hs,Patristic(AVG)+FastME,073,unbalanced,terminal,0.47561006,0.49197017,-0.322748967854268,-0.308061229340653,0.016360109999999983,0.01468773851361503
6361,only_hs,Patristic(AVG)+FastME,073,unbalanced,terminal,0.06601924,0.09992896,-1.1803294794862593,-1.0003086324391708,0.03390971999999999,0.18002084704708857
6362,only_hs,Patristic(AVG)+FastME,073,unbalanced,terminal,0.10325761,0.13719729,-0.986077931349846,-0.862654466979629,0.03393968,0.12342346437021688
6363,only_hs,Patristic(AVG)+FastME,073,unbalanced,internal,0.02550629,0.01608208,-1.593352706803873,-1.793657781824949,0.009424210000000002,-0.2003050750210761
6364,only_hs,Patristic(AVG)+FastME,073,unbalanced,terminal,0.20101799,0.2258171,-0.6967650738824428,-0.6462431742159667,0.024799109999999985,0.050521899666476175
6365,only_hs,Patristic(AVG)+FastME,074,unbalanced,terminal,0.06783346,0.09972038,-1.1685560301915978,-1.001216075218518,0.03188692,0.16733995497307977
6366,only_hs,Patristic(AVG)+FastME,074,unbalanced,terminal,0.01554007,0.0529271,-1.8085470292580605,-1.2763219013705518,0.03738703,0.5322251278875089
6367,only_hs,Patristic(AVG)+FastME,074,unbalanced,terminal,0.02769606,0.06529359,-1.557582008623769,-1.1851294521747184,0.03759753,0.3724525564490507
6368,only_hs,Patristic(AVG)+FastME,074,unbalanced,internal,0.01036976,0.00467847,-1.9842312949013945,-2.3298961510276643,0.005691290000000001,-0.3456648561262699
6369,only_hs,Patristic(AVG)+FastME,074,unbalanced,terminal,0.09936112,0.09667478,-1.0027835217661432,-1.0146868075651605,0.0026863399999999954,-0.011903285799017269
6370,only_hs,Patristic(AVG)+FastME,075,unbalanced,terminal,0.20251649,0.36957455,-0.6935396083780347,-0.43229794322877024,0.16705806,0.26124166514926456
6371,only_hs,Patristic(AVG)+FastME,075,unbalanced,terminal,0.01277827,0.08516134,-1.8935279396291973,-1.0697575136260677,0.07238307000000001,0.8237704260031297
6372,only_hs,Patristic(AVG)+FastME,075,unbalanced,terminal,0.03287297,0.10453077,-1.4831610566016202,-0.9807558504697436,0.0716578,0.5024052061318768
6373,only_hs,Patristic(AVG)+FastME,075,unbalanced,internal,0.03205194,0.02931672,-1.4941456789128227,-1.532884620851664,0.00273522,-0.03873894193884132
6374,only_hs,Patristic(AVG)+FastME,075,unbalanced,terminal,0.05337398,0.12411701,-1.2726704114442835,-0.9061686951902067,0.07074303,0.3665017162540768
6375,only_hs,Patristic(AVG)+FastME,076,unbalanced,terminal,0.09182525,0.80780202,-1.0370378805871046,-0.0926950651623705,0.71597677,0.944342815424734
6376,only_hs,Patristic(AVG)+FastME,076,unbalanced,terminal,0.01227677,0.28059544,-1.9109158804011928,-0.5519193910372711,0.26831867,1.3589964893639217
6377,only_hs,Patristic(AVG)+FastME,076,unbalanced,terminal,0.0045128,0.17458216,-2.3455539132826626,-0.7580001375457182,0.17006935999999997,1.5875537757369447
6378,only_hs,Patristic(AVG)+FastME,076,unbalanced,terminal,0.03622603,0.20956812,-1.4409792575625981,-0.6786747825715183,0.17334209,0.7623044749910799
6379,only_hs,Patristic(AVG)+FastME,076,unbalanced,internal,0.127234,0.21443675,-0.8953968191963215,-0.6687007835571681,0.08720275,0.22669603563915344
6380,only_hs,Patristic(AVG)+FastME,077,unbalanced,terminal,0.07861046,0.13313679,-1.1045196623825073,-0.8757019183329198,0.05452633000000001,0.22881774404958763
6381,only_hs,Patristic(AVG)+FastME,077,unbalanced,terminal,0.11975814,0.17408429,-0.9216949577719622,-0.7592404194292344,0.054326150000000004,0.16245453834272777
6382,only_hs,Patristic(AVG)+FastME,077,unbalanced,internal,0.01207423,0.01406958,-1.9181405556003643,-1.8517188667731361,0.00199535,0.06642168882722832
6383,only_hs,Patristic(AVG)+FastME,077,unbalanced,terminal,0.08650616,0.14451847,-1.0629529658443713,-0.8400766449041444,0.05801231000000001,0.22287632094022708
6384,only_hs,Patristic(AVG)+FastME,077,unbalanced,terminal,0.17396703000000002,0.25234416,-0.7595330508312628,-0.598006741689648,0.07837712999999996,0.16152630914161478
6385,only_hs,Patristic(AVG)+FastME,078,unbalanced,terminal,0.05877321,0.09010572,-1.2308205888973753,-1.0452476387036649,0.03133251,0.18557295019371042
6386,only_hs,Patristic(AVG)+FastME,078,unbalanced,terminal,0.03377626,0.06466628,-1.4713884409487028,-1.1893221216095662,0.030890020000000004,0.2820663193391368
6387,only_hs,Patristic(AVG)+FastME,078,unbalanced,internal,0.00347604,0.00337456,-2.4589152346171215,-2.4717828456564614,0.00010148000000000015,-0.012867611039339916
6388,only_hs,Patristic(AVG)+FastME,078,unbalanced,terminal,0.04870946,0.07967644,-1.312386685051925,-1.0986700787371593,0.030966979999999998,0.21371660631476577
6389,only_hs,Patristic(AVG)+FastME,078,unbalanced,terminal,0.08791828,0.11954119,-1.0559208168745533,-0.9224824251974928,0.031622910000000004,0.13343839167706067
6390,only_hs,Patristic(AVG)+FastME,079,unbalanced,terminal,0.11898945,0.21600326,-0.9244915428923195,-0.6655396942688512,0.09701381,0.2589518486234683
6391,only_hs,Patristic(AVG)+FastME,079,unbalanced,terminal,0.15098413,0.24528625,-0.8210686991680148,-0.6103267963370161,0.09430212000000002,0.2107419028309987
6392,only_hs,Patristic(AVG)+FastME,079,unbalanced,terminal,0.03868032,0.09593641,-1.4125099416816072,-1.0180165371350918,0.05725609,0.3944934045465154
6393,only_hs,Patristic(AVG)+FastME,079,unbalanced,terminal,0.02354353,0.08107638,-1.6281284206520699,-1.0911056504714012,0.05753285,0.5370227701806687
6394,only_hs,Patristic(AVG)+FastME,079,unbalanced,internal,0.06711281,0.10511252,-1.1731945769794832,-0.978345551877781,0.037999710000000006,0.19484902510170213
6395,only_hs,Patristic(AVG)+FastME,080,unbalanced,terminal,0.00081323,0.01697905,-3.089786608644258,-1.7700866127551864,0.016165819999999997,1.3196999958890712
6396,only_hs,Patristic(AVG)+FastME,080,unbalanced,terminal,0.00124358,0.017632,-2.905326271157218,-1.753698422828309,0.016388419999999997,1.1516278483289089
6397,only_hs,Patristic(AVG)+FastME,080,unbalanced,internal,0.01057325,0.06185591,-1.975791498963388,-1.2086187995471018,0.05128266,0.7671726994162864
6398,only_hs,Patristic(AVG)+FastME,080,unbalanced,terminal,0.01254449,0.08160497,-1.9015469903627693,-1.0882833905372453,0.06906048,0.8132635998255239
6399,only_hs,Patristic(AVG)+FastME,080,unbalanced,terminal,0.16930727,0.2354163,-0.7713243930245834,-0.6281634703159581,0.06610902999999999,0.14316092270862527
6400,only_hs,Patristic(AVG)+FastME,081,balanced,terminal,0.07197893,0.11860511,-1.142794613622946,-0.9258965993613455,0.04662618,0.21689801426160052
6401,only_hs,Patristic(AVG)+FastME,081,balanced,terminal,0.03243627,0.07954921,-1.4889690931647954,-1.0993641289569889,0.04711293999999999,0.3896049642078066
6402,only_hs,Patristic(AVG)+FastME,081,balanced,internal,0.34233358,0.28324251,-0.46555049819365896,-0.5478415656964384,0.05909107000000002,-0.08229106750277941
6403,only_hs,Patristic(AVG)+FastME,081,balanced,terminal,0.01340729,0.1536854,-1.8726589967184613,-0.8133673881971133,0.14027811,1.059291608521348
6404,only_hs,Patristic(AVG)+FastME,081,balanced,terminal,0.01980955,0.16003355,-1.7031253899201402,-0.7957889607662806,0.140224,0.9073364291538595
6405,only_hs,Patristic(AVG)+FastME,082,unbalanced,terminal,0.25804451,0.30245445,-0.588305376284278,-0.519340021352606,0.04440993999999998,0.06896535493167205
6406,only_hs,Patristic(AVG)+FastME,082,unbalanced,terminal,0.19960099,0.28126758,-0.6998373089881726,-0.5508803234285427,0.08166659000000001,0.14895698555963002
6407,only_hs,Patristic(AVG)+FastME,082,unbalanced,terminal,0.07805667,0.17756336,-1.1075899802322324,-0.750646645491384,0.09950669000000001,0.35694333474084833
6408,only_hs,Patristic(AVG)+FastME,082,unbalanced,terminal,0.08789849,0.18687727,-1.0560185855667341,-0.728443518920197,0.09897878000000002,0.3275750666465371
6409,only_hs,Patristic(AVG)+FastME,082,unbalanced,internal,0.09870932,0.08235916,-1.0056418398989577,-1.084288091500645,0.016350160000000002,-0.07864625160168716
6410,only_hs,Patristic(AVG)+FastME,083,balanced,terminal,0.05907686,0.32333187,-1.2285825959754098,-0.4903514859761906,0.26425501,0.7382311099992191
6411,only_hs,Patristic(AVG)+FastME,083,balanced,terminal,0.13532797,0.39832632,-0.8686124328091742,-0.3997609959931137,0.26299835000000005,0.46885143681606056
6412,only_hs,Patristic(AVG)+FastME,083,balanced,internal,0.66392134,0.78502051,-0.1778833718783138,-0.10511899642231108,0.12109916999999992,0.07276437545600271
6413,only_hs,Patristic(AVG)+FastME,083,balanced,terminal,0.14217151,0.4018623,-0.8471874239257692,-0.3959227344646985,0.25969079,0.4512646894610707
6414,only_hs,Patristic(AVG)+FastME,083,balanced,terminal,0.12665142,0.3885608,-0.8973899365903135,-0.41054101537394383,0.26190937999999997,0.4868489212163697
6415,only_hs,Patristic(AVG)+FastME,084,unbalanced,terminal,0.03878522,0.18429676,-1.411333740779934,-0.7344822997591686,0.14551154,0.6768514410207654
6416,only_hs,Patristic(AVG)+FastME,084,unbalanced,terminal,0.01797789,0.15149845,-1.7452612811862007,-0.8195918104612835,0.13352056,0.9256694707249171
6417,only_hs,Patristic(AVG)+FastME,084,unbalanced,terminal,0.14637001,0.28168969,-0.8345478974970686,-0.5502290481439687,0.13531968,0.2843188493530999
6418,only_hs,Patristic(AVG)+FastME,084,unbalanced,internal,0.03749167,0.05160141,-1.4260652142695251,-1.287338431185712,0.014109740000000003,0.1387267830838132
6419,only_hs,Patristic(AVG)+FastME,084,unbalanced,terminal,0.28191192,0.56901273,-0.5498865605924688,-0.24487801742406531,0.28710081,0.3050085431684034
6420,only_hs,Patristic(AVG)+FastME,085,balanced,terminal,0.07580352,0.13343777,-1.1203106270713485,-0.8747212245359763,0.05763425000000001,0.24558940253537206
6421,only_hs,Patristic(AVG)+FastME,085,balanced,terminal,0.07255464,0.12994907,-1.1393348084232242,-0.8862268242454113,0.057394429999999996,0.253107984177813
6422,only_hs,Patristic(AVG)+FastME,085,balanced,internal,0.08316372999999999,0.08908369,-1.0800660402389661,-1.0502018020393507,0.005919960000000002,0.0298642381996156
6423,only_hs,Patristic(AVG)+FastME,085,balanced,terminal,0.06281952,0.14244187,-1.2019053863416485,-0.8463623334718766,0.07962235,0.35554305286977195
6424,only_hs,Patristic(AVG)+FastME,085,balanced,terminal,0.10930739,0.18951559,-0.9613504754910307,-0.7223550581366457,0.08020820000000001,0.23899541735438498
6425,only_hs,Patristic(AVG)+FastME,086,unbalanced,terminal,0.043840380000000005,0.06157029,-1.3581256901261534,-1.2106288008489414,0.017729909999999995,0.1474968892772118
6426,only_hs,Patristic(AVG)+FastME,086,unbalanced,terminal,0.04960027,0.06901146,-1.3045159594132105,-1.161078784603328,0.019411189999999995,0.14343717480988252
6427,only_hs,Patristic(AVG)+FastME,086,unbalanced,terminal,0.02382802,0.04086732,-1.622912044048852,-1.3886238415488452,0.0170393,0.23428820250000698
6428,only_hs,Patristic(AVG)+FastME,086,unbalanced,terminal,0.04757121,0.06445342,-1.3226558019196,-1.190754033349809,0.016882209999999995,0.13190176856979102
6429,only_hs,Patristic(AVG)+FastME,086,unbalanced,internal,0.0021047,0.00458965,-2.6768097989397894,-2.338220431862365,0.0024849499999999997,0.3385893670774244
6430,only_hs,Patristic(AVG)+FastME,087,balanced,terminal,0.01884901,0.07509421,-1.7247114551572855,-1.124393547176766,0.056245199999999995,0.6003179079805196
6431,only_hs,Patristic(AVG)+FastME,087,balanced,terminal,0.00909251,0.06569385,-2.0413162126331703,-1.182475285479487,0.05660134,0.858840927153683
6432,only_hs,Patristic(AVG)+FastME,087,balanced,internal,0.18301824,0.18376795,-0.7375056253701269,-0.7357302293582656,0.0007497100000000145,0.001775396011861275
6433,only_hs,Patristic(AVG)+FastME,087,balanced,terminal,0.00057392,0.04339287,-3.2411486406681087,-1.3625816247280609,0.04281895,1.8785670159400478
6434,only_hs,Patristic(AVG)+FastME,087,balanced,terminal,0.00112435,0.04392055,-2.949098475770855,-1.3573322300226855,0.0427962,1.5917662457481692
6435,only_hs,Patristic(AVG)+FastME,088,unbalanced,terminal,0.014775090000000001,0.01620684,-1.8304698650061435,-1.7903016553764153,0.001431749999999999,0.040168209629728314
6436,only_hs,Patristic(AVG)+FastME,088,unbalanced,terminal,0.00769155,0.01557288,-2.1139861324202593,-1.8076310629332175,0.00788133,0.30635506948704183
6437,only_hs,Patristic(AVG)+FastME,088,unbalanced,terminal,0.01920181,0.02704628,-1.7166578319233934,-1.5678924601904005,0.00784447,0.1487653717329929
6438,only_hs,Patristic(AVG)+FastME,088,unbalanced,internal,1.697e-05,9.57e-06,-4.770318157682325,-5.019088062223156,7.399999999999999e-06,-0.2487699045408322
6439,only_hs,Patristic(AVG)+FastME,088,unbalanced,terminal,0.01261526,0.02045832,-1.8991037942624047,-1.6891300326319767,0.007843059999999999,0.209973761630428
6440,only_hs,Patristic(AVG)+FastME,089,balanced,terminal,0.03204189,0.0711635,-1.4942818748486528,-1.1477427003673906,0.03912161,0.34653917448126237
6441,only_hs,Patristic(AVG)+FastME,089,balanced,terminal,0.0403438,0.07939174,-1.394223197811239,-1.1002246796765038,0.03904794,0.2939985181347352
6442,only_hs,Patristic(AVG)+FastME,089,balanced,internal,0.06013428,0.03218368,-1.2208778845590824,-1.4923642985739165,0.0279506,-0.27148641401483403
6443,only_hs,Patristic(AVG)+FastME,089,balanced,terminal,0.0610559,0.07486296,-1.2142723626177658,-1.1257330053507415,0.013807060000000003,0.08853935726702429
6444,only_hs,Patristic(AVG)+FastME,089,balanced,terminal,0.1632203,0.17675433,-0.7872258282431992,-0.7526299383679912,0.013534029999999975,0.03459588987520805
6445,only_hs,Patristic(AVG)+FastME,090,balanced,terminal,9.718e-05,0.06661248,-4.012423105273013,-1.1764443971453413,0.0665153,2.835978708127671
6446,only_hs,Patristic(AVG)+FastME,090,balanced,terminal,0.00026905,0.06717322,-3.5701670036174873,-1.1728038329620811,0.06690417,2.397363170655406
6447,only_hs,Patristic(AVG)+FastME,090,balanced,internal,0.29748228,0.27352482,-0.5265388985990214,-0.5630032590930104,0.023957459999999986,-0.036464360493989
6448,only_hs,Patristic(AVG)+FastME,090,balanced,terminal,0.01351871,0.09882811,-1.869064748232458,-1.0051195100526695,0.0853094,0.8639452381797885
6449,only_hs,Patristic(AVG)+FastME,090,balanced,terminal,0.00810962,0.09274621,-2.090999495452172,-1.0327038284484067,0.08463659,1.0582956670037653
6450,only_hs,Patristic(AVG)+FastME,091,unbalanced,terminal,0.23284933,0.44472794,-0.6329250073671593,-0.35190558517519027,0.21187861,0.281019422191969
6451,only_hs,Patristic(AVG)+FastME,091,unbalanced,terminal,0.15123801,0.28964776,-0.8203390457481747,-0.5381298257818794,0.13840974999999997,0.2822092199662953
6452,only_hs,Patristic(AVG)+FastME,091,unbalanced,terminal,0.07309714,0.16385372,-1.1360996149233542,-0.785543694305205,0.09075658,0.3505559206181491
6453,only_hs,Patristic(AVG)+FastME,091,unbalanced,terminal,0.03167709,0.12212077,-1.4992547214950946,-0.9132104660365202,0.09044368,0.5860442554585743
6454,only_hs,Patristic(AVG)+FastME,091,unbalanced,internal,0.08274022,0.13291194,-1.0822833286827231,-0.8764360029309238,0.05017172,0.20584732575179943
6455,only_hs,Patristic(AVG)+FastME,092,balanced,terminal,0.05501109,0.34737784,-1.259549749773095,-0.4591978896099319,0.29236675,0.8003518601631632
6456,only_hs,Patristic(AVG)+FastME,092,balanced,terminal,0.09771401,0.38686822,-1.0100431637174339,-0.4124369447308349,0.28915420999999997,0.5976062189865989
6457,only_hs,Patristic(AVG)+FastME,092,balanced,internal,0.39787128,0.56346451,-0.40025740890006467,-0.24913343293917464,0.16559322999999998,0.15112397596089003
6458,only_hs,Patristic(AVG)+FastME,092,balanced,terminal,0.1449975,0.33086962,-0.8386394856654711,-0.4803431073401867,0.18587211999999997,0.3582963783252843
6459,only_hs,Patristic(AVG)+FastME,092,balanced,terminal,0.31920095,0.50494981,-0.49593582478013076,-0.29675178687795295,0.18574886000000007,0.19918403790217779
6460,only_hs,Patristic(AVG)+FastME,093,unbalanced,terminal,0.19037188,0.26276839,-0.7203972012390238,-0.5804268798818719,0.07239651000000003,0.13997032135715176
6461,only_hs,Patristic(AVG)+FastME,093,unbalanced,terminal,0.08130983,0.16779192,-1.0898569469435933,-0.7752289564030429,0.08648209000000001,0.31462799054055024
6462,only_hs,Patristic(AVG)+FastME,093,unbalanced,terminal,0.04530627,0.12985647,-1.34384169118869,-0.8865364071028605,0.08455019999999999,0.45730528408582916
6463,only_hs,Patristic(AVG)+FastME,093,unbalanced,terminal,0.04217847,0.12698517,-1.37490917809603,-0.8962469952899873,0.08480670000000001,0.4786621828060428
6464,only_hs,Patristic(AVG)+FastME,093,unbalanced,internal,0.00674035,0.00988518,-2.1713175516661436,-2.0050154181768125,0.0031448300000000004,0.16630213348933098
6465,only_hs,Patristic(AVG)+FastME,094,unbalanced,terminal,0.27056689,0.3453034,-0.5677253502738298,-0.4617991453865179,0.07473650999999998,0.10592620488731189
6466,only_hs,Patristic(AVG)+FastME,094,unbalanced,terminal,0.15902871,0.22788055,-0.7985244639247776,-0.6422927410247451,0.06885184,0.15623172290003254
6467,only_hs,Patristic(AVG)+FastME,094,unbalanced,terminal,0.08090756,0.14848996,-1.0920108960282189,-0.8283029097407365,0.0675824,0.2637079862874823
6468,only_hs,Patristic(AVG)+FastME,094,unbalanced,terminal,0.12013731,0.18765431,-0.9203220965873935,-0.7266414563629627,0.067517,0.1936806402244307
6469,only_hs,Patristic(AVG)+FastME,094,unbalanced,internal,0.00964408,0.01105025,-2.0157391957008004,-1.9566278964230075,0.00140617,0.05911129927779287
6470,only_hs,Patristic(AVG)+FastME,095,balanced,terminal,0.10639302,0.12356204,-0.9730868633466043,-0.9081149301421193,0.017169019999999993,0.06497193320448506
6471,only_hs,Patristic(AVG)+FastME,095,balanced,terminal,0.0934668,0.11062235,-1.0293426258898457,-0.9561571198571629,0.01715554999999999,0.07318550603268292
6472,only_hs,Patristic(AVG)+FastME,095,balanced,internal,0.03098476,0.02132406,-1.5088518634348875,-1.6711301041609428,0.009660700000000001,-0.16227824072605537
6473,only_hs,Patristic(AVG)+FastME,095,balanced,terminal,0.00937396,0.02239569,-2.028076904007225,-1.6498355526175417,0.013021729999999999,0.3782413513896836
6474,only_hs,Patristic(AVG)+FastME,095,balanced,terminal,0.02837863,0.04147296,-1.5470085742697224,-1.382234967148866,0.013094330000000005,0.16477360712085617
6475,only_hs,Patristic(AVG)+FastME,096,unbalanced,terminal,0.04210432,0.13109076,-1.3756733422662375,-0.8824279187022457,0.08898644,0.4932454235639917
6476,only_hs,Patristic(AVG)+FastME,096,unbalanced,terminal,0.01797347,0.0894039,-1.7453680688915716,-1.0486435358848842,0.07143042999999999,0.6967245330066876
6477,only_hs,Patristic(AVG)+FastME,096,unbalanced,terminal,0.01634169,0.08621053,-1.786703032275975,-1.0644396849688365,0.06986883999999999,0.7222633473071384
6478,only_hs,Patristic(AVG)+FastME,096,unbalanced,internal,0.00802656,0.02475998,-2.095470543527465,-1.6062497104553586,0.01673342,0.48922083307210645
6479,only_hs,Patristic(AVG)+FastME,096,unbalanced,terminal,0.31590246,0.52189974,-0.5004469921376947,-0.2824129195013004,0.20599727999999995,0.21803407263639438
6480,only_hs,Patristic(AVG)+FastME,097,balanced,terminal,0.01776814,0.05903667,-1.7503580325219457,-1.2288781471438714,0.04126853,0.5214798853780741
6481,only_hs,Patristic(AVG)+FastME,097,balanced,terminal,0.00461884,0.04484734,-2.335467081771776,-1.3482633108714093,0.0402285,0.9872037709003669
6482,only_hs,Patristic(AVG)+FastME,097,balanced,internal,0.20460449000000003,0.29409085,-0.6890848400235281,-0.5315184874151571,0.08948635999999999,0.15756635260837104
6483,only_hs,Patristic(AVG)+FastME,097,balanced,terminal,0.05327675,0.16354871,-1.2734622759570555,-0.7863528770485753,0.11027196000000002,0.4871093989084804
6484,only_hs,Patristic(AVG)+FastME,097,balanced,terminal,0.01647709,0.12949771,-1.7831194861179465,-0.8877379114526679,0.11302061999999999,0.8953815746652785
6485,only_hs,Patristic(AVG)+FastME,098,balanced,terminal,0.13866975,0.21700395,-0.8580182674119206,-0.6635323608630345,0.07833419999999999,0.19448590654888612
6486,only_hs,Patristic(AVG)+FastME,098,balanced,terminal,0.0740881,0.15291042,-1.130251542619347,-0.8155629188106415,0.07882231999999999,0.31468862380870544
6487,only_hs,Patristic(AVG)+FastME,098,balanced,internal,0.55215112,0.34884522,-0.2579420425607212,-0.45736722349993264,0.20330589999999998,-0.19942518093921152
6488,only_hs,Patristic(AVG)+FastME,098,balanced,terminal,0.04695461,0.30095683,-1.328321762305741,-0.5214957962247109,0.25400222,0.8068259660810303
6489,only_hs,Patristic(AVG)+FastME,098,balanced,terminal,0.04711892,0.30029063,-1.326804672453038,-0.5224582189258368,0.25317171,0.8043464535272012
6490,only_hs,Patristic(AVG)+FastME,099,unbalanced,terminal,0.08782406000000001,0.13286365,-1.056386489859281,-0.8765938208912707,0.04503958999999999,0.17979266896801024
6491,only_hs,Patristic(AVG)+FastME,099,unbalanced,terminal,0.06041953,0.08984837,-1.2188226574010437,-1.0464897973132345,0.029428839999999998,0.17233286008780907
6492,only_hs,Patristic(AVG)+FastME,099,unbalanced,terminal,0.04971819,0.07929045,-1.303484690314396,-1.1007791173742258,0.029572259999999996,0.2027055729401701
6493,only_hs,Patristic(AVG)+FastME,099,unbalanced,internal,0.00261711,0.00428326,-2.5821780231037064,-2.368225562507907,0.0016661499999999995,0.21395246059579903
6494,only_hs,Patristic(AVG)+FastME,099,unbalanced,terminal,0.06191302,0.09176294,-1.2082180114071097,-1.0373326804890641,0.029849920000000002,0.17088533091804567
6495,only_hs,Patristic(AVG)+FastME,100,balanced,terminal,0.13244899,0.15628984,-0.8779513491002281,-0.8060692534290117,0.023840850000000025,0.07188209567121641
6496,only_hs,Patristic(AVG)+FastME,100,balanced,terminal,0.01286919,0.03731684,-1.8904487871749265,-1.4280951395414951,0.024447649999999994,0.46235364763343134
6497,only_hs,Patristic(AVG)+FastME,100,balanced,internal,0.16134908,0.09180795,-0.7922335065666299,-1.0371197099573835,0.06954113,-0.2448862033907535
6498,only_hs,Patristic(AVG)+FastME,100,balanced,terminal,0.02582619,0.10938543,-1.5879396582487415,-0.9610405216223453,0.08355924,0.6268991366263961
6499,only_hs,Patristic(AVG)+FastME,100,balanced,terminal,0.00912304,0.09253206,-2.0398604209663938,-1.0337077692204748,0.08340902,1.0061526517459187
6500,only_hs,Patristic(AVG)+FastME,101,unbalanced,terminal,0.07894685,0.17376587,-1.1026651937736092,-0.7600355209036949,0.09481901999999999,0.3426296728699144
6501,only_hs,Patristic(AVG)+FastME,101,unbalanced,terminal,0.07515441,0.15484848,-1.1240455302803762,-0.8100930533414366,0.07969407,0.3139524769389396
6502,only_hs,Patristic(AVG)+FastME,101,unbalanced,terminal,0.09104189,0.17071976,-1.0407587350433494,-0.7677162084558572,0.07967787,0.2730425265874922
6503,only_hs,Patristic(AVG)+FastME,101,unbalanced,internal,0.0292124,0.04519157,-1.5344327612757125,-1.344942570585317,0.01597917,0.18949019069039527
6504,only_hs,Patristic(AVG)+FastME,101,unbalanced,terminal,0.23129660999999999,0.34404512,-0.635830732422129,-0.4633845978876434,0.11274851,0.17244613453448554
6505,only_hs,Patristic(AVG)+FastME,102,balanced,terminal,0.0007857,0.37621321,-3.1047432468551053,-0.4245659591062608,0.37542751,2.680177287748845
6506,only_hs,Patristic(AVG)+FastME,102,balanced,terminal,0.00514857,0.38081573,-2.2883133782107117,-0.4192851209201573,0.37566716,1.8690282572905543
6507,only_hs,Patristic(AVG)+FastME,102,balanced,internal,0.79402477,0.82046782,-0.10016594932791303,-0.08593844796920143,0.026443049999999912,0.014227501358711574
6508,only_hs,Patristic(AVG)+FastME,102,balanced,terminal,0.0630558,0.2946657,-1.2002749599688638,-0.5306704144306429,0.23160989999999998,0.6696045455382208
6509,only_hs,Patristic(AVG)+FastME,102,balanced,terminal,0.24267153,0.48427053,-0.6149811717074526,-0.31491195888614953,0.24159899999999998,0.30006921282130306
6510,only_hs,Patristic(AVG)+FastME,103,balanced,terminal,0.00410774,0.04195457,-2.386397052937163,-1.377220725712923,0.03784683,1.00917632722424
6511,only_hs,Patristic(AVG)+FastME,103,balanced,terminal,0.03500023,0.07311564,-1.4559291017239349,-1.1359897141614907,0.038115409999999995,0.31993938756244394
6512,only_hs,Patristic(AVG)+FastME,103,balanced,internal,0.11716531999999999,0.10628188,-0.9312009169990687,-0.9735407720411663,0.010883439999999994,-0.0423398550420976
6513,only_hs,Patristic(AVG)+FastME,103,balanced,terminal,0.0373592,0.09033965,-1.4276024322092205,-1.0441215963445063,0.05298044999999999,0.38348083586471415
6514,only_hs,Patristic(AVG)+FastME,103,balanced,terminal,0.01411096,0.06748246,-1.8504434392208318,-1.170809094059317,0.053371499999999995,0.6796343451615146
6515,only_hs,Patristic(AVG)+FastME,104,balanced,terminal,0.15791183,0.24864913,-0.8015853335048786,-0.6044130559847837,0.09073729999999999,0.19717227752009497
6516,only_hs,Patristic(AVG)+FastME,104,balanced,terminal,0.11102266,0.20327909,-0.9545883715863712,-0.6919072921177772,0.09225643,0.262681079468594
6517,only_hs,Patristic(AVG)+FastME,104,balanced,internal,0.11902031,0.10363943,-0.9243789229074362,-0.9844749842286232,0.01538088,-0.060096061321187
6518,only_hs,Patristic(AVG)+FastME,104,balanced,terminal,0.07356256,0.14606514,-1.1333431655877386,-0.8354534206988141,0.07250258000000001,0.2978897448889244
6519,only_hs,Patristic(AVG)+FastME,104,balanced,terminal,0.0886403,0.15941385,-1.0523687827586499,-0.7974739494563822,0.07077354999999999,0.2548948333022676
6520,only_hs,Patristic(AVG)+FastME,105,unbalanced,terminal,0.14678462,0.18020699,-0.8333194471382976,-0.744228367299509,0.03342237000000001,0.08909107983878861
