,Condition,Method,replicate,RMSE,Log Error,#Negative Branches,RMSE (terminal),Log Error (terminal),#Negative Branches (terminal),RMSE (internal),Log Error (internal),#Negative Branches (internal)
1210,no_variation,Naive,011,0.07135916775003169,0.2651383120870578,0,0.08734372581052653,0.3907105136386179,0,0.004305762302149793,0.013993908983937505,0
1211,no_variation,Naive,012,0.026156938660059192,0.18547170435067153,0,0.03202820025521053,0.2727911391607979,0,0.0009721610065016008,0.010832834730418845,0
1212,no_variation,Naive,013,0.040726556931374155,0.2111250255841637,0,0.04987839240364613,0.31546222532352974,0,0.0004992603621091188,0.0024506261054316526,0
1213,no_variation,Naive,014,0.018199472279608615,0.15785763882634618,0,0.0222821092043708,0.23313643066490355,0,0.0008231601166939666,0.007300055149231431,0
1214,no_variation,Naive,015,0.05367657381256054,0.2134302495938504,0,0.06573980261566198,0.3193184738610479,0,0.0002836068993917698,0.00165380105945547,0
1215,no_variation,Naive,016,0.06493483705552837,0.19143834457414255,0,0.07951878074877795,0.28462276368518347,0,0.0017681082375304252,0.005069506352060685,0
1216,no_variation,Naive,017,0.06991603275048756,0.11578206298599236,0,0.08562893517384276,0.17075640270424586,0,0.00035472339846111847,0.00583338354948538,0
1217,no_variation,Naive,018,0.17329818315010387,0.21559276134348473,0,0.21217111037739503,0.31895612128802153,0,0.007976258009075516,0.008866041454411222,0
1218,no_variation,Naive,019,0.08661626502102769,0.21622531200913134,0,0.10601508930219065,0.32083888891790613,0,0.005360389824983905,0.006998158191581764,0
1219,no_variation,Naive,020,0.04136409310769245,0.34088604789667976,0,0.05052542864399078,0.5028282895887856,0,0.005227496202537299,0.01700156451246807,0
1220,no_variation,Naive,021,0.046313981845629584,0.2508809064307312,0,0.056722344022029865,0.3742168164477917,0,0.0003257613925942527,0.004209086396610116,0
1221,no_variation,Naive,022,0.0530472523641987,0.712741463320946,0,0.06494702508590905,1.065696722944604,0,0.002408488146857587,0.006830944073630281,0
1222,no_variation,Naive,023,0.047419414484575755,0.15222765261398533,0,0.05807104088163949,0.22480678698490364,0,0.0011450030680698676,0.007069383872148697,0
1223,no_variation,Naive,024,0.04464310029916805,0.14089601532029958,0,0.05467640019398425,0.211250659185452,0,4.1672764416579396e-05,0.0001867275899948055,0
1224,no_variation,Naive,025,0.03627472993705369,0.33082287327865245,0,0.0443241596416542,0.4911185235814242,0,0.004278532475141982,0.010231572673108893,0
1225,no_variation,Naive,026,0.0586601903778547,0.23615285008468256,0,0.07184367675461058,0.3539695008761722,0,0.00016132655246188531,0.0005195485017033515,0
1226,no_variation,Naive,027,0.049512322285744384,0.13187113079881504,0,0.060638336220023695,0.1962525784853158,0,0.0006281204637516277,0.0031082354258135186,0
1227,no_variation,Naive,028,0.0845829127703635,0.46317616060114575,0,0.10359245345606102,0.6946155547892244,0,0.00012071480615049545,0.0002973722249883215,0
1228,no_variation,Naive,029,0.03532752387008702,0.10586816006104462,0,0.043264333375832714,0.15344640016282435,0,0.0007048003010218146,0.010711679857485156,0
1229,no_variation,Naive,030,0.06002628424829233,0.12102001007868583,0,0.07351654337017484,0.18069425460471666,0,0.00031639180262421293,0.0016715210266241276,0
1230,no_variation,Naive,031,0.05202434696181864,0.12391162655599532,0,0.06371118073607449,0.17527475932869108,0,0.0011700123253910607,0.021185361010603813,0
1231,no_variation,Naive,032,0.05226348189704647,0.4984445050106463,0,0.06398285393209027,0.7440764574559063,0,0.0026083376733683525,0.007180600120126157,0
1232,no_variation,Naive,033,0.04547860208820397,0.21179102347022347,0,0.055691026704131646,0.314226407500235,0,0.0013888243124905962,0.006920255410200341,0
1233,no_variation,Naive,034,0.03536996156781137,0.14501120543316245,0,0.04331910331742667,0.21709048854657237,0,0.00011454027059388397,0.0008526392063425768,0
1234,no_variation,Naive,035,0.04120971478734185,0.282726849196823,0,0.050457923410187296,0.4222171506837822,0,0.0016485474896196194,0.0037462462229046964,0
1235,no_variation,Naive,036,0.03224237965776749,0.1553539284430179,0,0.03948860329016182,0.22764841595180108,0,0.00011644041951800064,0.010764953425451574,0
1236,no_variation,Naive,037,0.05773681460215403,0.3161699146258728,0,0.0707094172283289,0.47241104223438357,0,0.0009878824174631828,0.0036876594088512725,0
1237,no_variation,Naive,038,0.03116477512440558,0.12137789580540753,0,0.038168829682731546,0.18158070186161218,0,0.00010250349051731935,0.0009722836929982681,0
1238,no_variation,Naive,039,0.030313003592614428,0.12903381425413737,0,0.03712353975401884,0.19099518196303983,0,0.0005658203611850159,0.00511107883633237,0
1239,no_variation,Naive,040,0.04058085582858166,0.46180778756186935,0,0.049697630177954116,0.6895242794937794,0,0.00084183652272864,0.006374803698049415,0
1240,no_variation,Naive,041,0.04021441546739532,0.16472256508559427,0,0.049250375070681536,0.24586635094781645,0,0.0006314625461828282,0.002434993361149943,0
1241,no_variation,Naive,042,0.018809002881481015,0.3703123104495485,0,0.02303619989573142,0.5551921112006095,0,5.250632810179951e-05,0.0005527089474266806,0
1242,no_variation,Naive,043,0.05266908073510887,0.222710082560163,0,0.0645030136774669,0.3331581709341266,0,0.0009047925139410236,0.0018139058122358638,0
1243,no_variation,Naive,044,0.051615036183027554,0.42182065704469673,0,0.05897524589199872,0.6045607531085719,0,0.03218969748976071,0.05634046491694631,0
1244,no_variation,Naive,045,0.08897576153878124,0.2997481317040192,0,0.10724661171795605,0.4364602498365192,0,0.02732008371608951,0.0263238954390193,0
1245,no_variation,Naive,046,0.03522664736337578,0.16766262793461362,0,0.04312711105362525,0.2472865306526695,0,0.0016895673195934323,0.008414822498501884,0
1246,no_variation,Naive,047,0.05786646270540642,0.09530982138262971,0,0.07087158996732668,0.14140954494234306,0,0.00013412350583439324,0.003110374263202952,0
1247,no_variation,Naive,048,0.11095469513190816,0.09869850271277876,0,0.13589001184129304,0.1451259807473046,0,0.0008015478716413253,0.0058435466437270645,0
1248,no_variation,Naive,049,0.022364824813309443,0.43066754916080274,0,0.02739120284565159,0.6459795033339579,0,1.3421132648510727e-05,4.364081449248004e-05,0
1249,no_variation,Naive,050,0.02417006140576042,0.10919916505390405,0,0.029602154572429172,0.16178004442308602,0,2.2235438148337558e-05,0.004037406315540142,0
1250,no_variation,Naive,051,0.024735866048405445,0.28263613118042913,0,0.030295103341824812,0.42312213604912696,0,5.132748076429373e-05,0.0016641214430335618,0
1251,no_variation,Naive,052,0.06779512294401191,0.7579103622663536,0,0.08297608354861065,1.1316837902094496,0,0.0042982790566736505,0.010363506380161452,0
1252,no_variation,Naive,053,0.03836630538449992,0.49110150967843746,0,0.04698891972841042,0.7364690146088899,0,5.488245736926827e-05,0.0003664998175325577,0
1253,no_variation,Naive,054,0.05705709785954511,0.17580110023228332,0,0.06988035892992202,0.2634053013313598,0,9.01116621800667e-05,0.0005926980341302773,0
1254,no_variation,Naive,055,0.05426932664254532,0.18182356554790557,0,0.0664659505553945,0.2723191601301563,0,0.00018513843886546104,0.0008323763834041741,0
1255,no_variation,Naive,056,0.022186819220173026,0.13411732526866965,0,0.027173187654333127,0.20091589522542558,0,2.4222524909935497e-05,0.0005201853551577944,0
1256,no_variation,Naive,057,0.0951035660307942,0.34350174555429586,0,0.11641552374142061,0.5082976473820819,0,0.005377404517270087,0.013909941898723636,0
1257,no_variation,Naive,058,0.027239166238899357,0.1244340717780245,0,0.033357732779972206,0.1789783800548466,0,0.0006632192179957678,0.015345455224380307,0
1258,no_variation,Naive,059,0.07616326706400622,0.17137360333426419,0,0.09328034271563936,0.2561945224217555,0,0.00029167669625531213,0.001731765159281482,0
1259,no_variation,Naive,060,0.030146362741400347,0.18164250070071356,0,0.03689336503766925,0.2673202834669328,0,0.0020417619848655936,0.010286935168275073,0
1260,no_variation,Naive,061,0.05421670223330433,0.14180951076962542,0,0.06639250840671523,0.20854156543979124,0,0.0015562962741255805,0.008345401429293723,0
1261,no_variation,Naive,062,0.025175224735404185,0.2075405729602767,0,0.030758672793060087,0.3041531786311712,0,0.0030304978886728086,0.01431536161848769,0
1262,no_variation,Naive,063,0.017970986700012247,0.42653883293071176,0,0.021900734228750048,0.6311134332753062,0,0.0030959278737340582,0.017389632241522793,0
1263,no_variation,Naive,064,0.031857689851503286,0.30844977766080733,0,0.038985317443453696,0.45891048803358003,0,0.0022421542520566023,0.007528356915262047,0
1264,no_variation,Naive,065,0.04386507994950761,0.2607331090295643,0,0.05372267201447272,0.3813283835147696,0,0.00042981412362158176,0.019542560059153665,0
1265,no_variation,Naive,066,0.03862921775955732,0.20028210588324533,0,0.04730990846429962,0.298966896026238,0,0.0004410400719640862,0.0029125255972600045,0
1266,no_variation,Naive,067,0.03847168520003013,0.4696945267196811,0,0.04711313343514654,0.7020136700509771,0,0.0009576023364673705,0.0050562400570889525,0
1267,no_variation,Naive,068,0.021145234391951578,0.17288404752362677,0,0.02588818080677741,0.2556393332317048,0,0.000983362345689066,0.007373476107470773,0
1268,no_variation,Naive,069,0.11583308072893163,0.550942303258786,0,0.1371946118000402,0.8057282048428056,0,0.05106059889521579,0.041370500090746776,0
1269,no_variation,Naive,070,0.05815767836963532,0.2899363945067628,0,0.07100016012607181,0.42873013268099197,0,0.008056127120531793,0.012348918158304436,0
1270,no_variation,Naive,071,0.04653129824074949,0.2098497672959748,0,0.056988968051034934,0.314745152741753,0,1.3742815172716094e-05,5.899640441831004e-05,0
1271,no_variation,Naive,072,0.11488456754593186,0.1992029662634481,0,0.14070412464401075,0.2985781280975037,0,0.00030032810841779757,0.00045264259533679213,0
1272,no_variation,Naive,073,0.06450489562154574,0.5597855598668643,0,0.07897748588763827,0.8357297850177753,0,0.0027853407646690987,0.00789710956504222,0
1273,no_variation,Naive,074,0.09954102757795116,0.2063505558199823,0,0.12191160872109315,0.30684512620224735,0,0.0006064914620005179,0.005361415055452182,0
1274,no_variation,Naive,075,0.02527357177554481,0.33185768875503935,0,0.030910988518608455,0.49393920836812794,0,0.0022982315996779414,0.007694649528862257,0
1275,no_variation,Naive,076,0.05912208459900744,0.5410305598046095,0,0.0724070516124851,0.8090874664622982,0,0.0008369083405089279,0.004916746489231924,0
1276,no_variation,Naive,077,0.05558680005334684,0.5143326054863654,0,0.06770539151434002,0.7633254390756862,0,0.010081514781626335,0.01634693830772387,0
1277,no_variation,Naive,078,0.061688127326634076,0.31670719669844744,0,0.07533150455470566,0.46952843352576357,0,0.008161127510936977,0.011064723043815339,0
1278,no_variation,Naive,079,0.07729692053410843,0.18560177928721652,0,0.09466655238229188,0.2767202111256326,0,0.0009641017946206893,0.003364915610384305,0
1279,no_variation,Naive,080,0.12866000945897407,0.2062566698030667,0,0.1575523702887327,0.3076855478328687,0,0.0038334494589080366,0.00339891374346273,0
1280,no_variation,Naive,081,0.06913173700593563,0.22113423183613276,0,0.08461275961225158,0.32825379468327065,0,0.004353505021497579,0.0068951061418569895,0
1281,no_variation,Naive,082,0.07530779100561562,0.2327184866995606,0,0.09222124588300279,0.34720771478820667,0,0.00206731081599385,0.0037400305222684005,0
1282,no_variation,Naive,083,0.04196769332983984,0.30351429928711626,0,0.051399291809448626,0.4543706067871543,0,0.00029572496807934865,0.0018016842870401625,0
1283,no_variation,Naive,084,0.09424654925308139,0.10928393354646394,0,0.1154276394711523,0.16283341074698413,0,0.00039526013695033744,0.0021849791454236055,0
1284,no_variation,Naive,085,0.12036188685564364,0.3107915557144293,0,0.14740972059542995,0.46476690938856485,0,0.001303829094179389,0.002840848366158166,0
1285,no_variation,Naive,086,0.0318196884219695,0.1189262516480261,0,0.03897068576693098,0.17695253509205833,0,0.00022139449836249548,0.0028736847599616154,0
1286,no_variation,Naive,087,0.08225335523958034,0.7271026419078995,0,0.09935224387337813,1.0794816956533253,0,0.023560700735661255,0.022344534417047875,0
1287,no_variation,Naive,088,0.0610570393121789,0.4037929295282787,0,0.07477703037145385,0.6012829142294323,0,0.0008231684883518545,0.008812960125971811,0
1288,no_variation,Naive,089,0.03542290912221175,0.18060949271248936,0,0.04338400142026056,0.27051745162260904,0,6.567781266628903e-05,0.0007935748922499348,0
1289,no_variation,Naive,090,0.027214528417257543,0.2025321209195818,0,0.033319822196550115,0.3003450226713312,0,0.0012126699887965145,0.00690631741608309,0
1290,no_variation,Naive,091,0.08173163397466948,0.13812450783826719,0,0.10002893473078313,0.19949214397798945,0,0.005348309055906976,0.01538923555882264,0
1291,no_variation,Naive,092,0.12814047291782443,0.28570072272403874,0,0.15691825336222653,0.42461829154342134,0,0.0036422413850869108,0.007865585085273501,0
1292,no_variation,Naive,093,0.060582904366119135,0.2705993387792592,0,0.07417805905888841,0.4023720709421825,0,0.002469010493120364,0.007053874453412592,0
1293,no_variation,Naive,094,0.08873120410525348,0.7430191057921137,0,0.10851499392822293,1.11114826588495,0,0.008286852926167584,0.0067607856064409964,0
1294,no_variation,Naive,095,0.07961458072581387,0.18891513328398787,0,0.09746983986584708,0.2770425706117939,0,0.003834713221826743,0.012660258628375838,0
1295,no_variation,Naive,096,0.028226834007377265,0.14935362810489722,0,0.03457038466687879,0.22203564305166731,0,0.00019870130385208596,0.00398959821135703,0
1296,no_variation,Naive,097,0.0675143641070216,0.5630411691062472,0,0.07951812901988543,0.8276895395086732,0,0.0320671544836795,0.03374442830139515,0
1297,no_variation,Naive,098,0.07956468540478245,0.23802258490332098,0,0.09744308101993002,0.35631188546477677,0,0.0011442960162108236,0.0014439837804094814,0
1298,no_variation,Naive,099,0.02743585275895542,0.18515625352583684,0,0.03360183364280254,0.2771496234670194,0,0.00010771033419620117,0.001169513643471665,0
1299,no_variation,Naive,100,0.05854923083659756,0.22862156959265556,0,0.07170439670699068,0.3420031546624012,0,0.000998138489674936,0.0018583994531642476,0
1300,no_variation,Naive,101,0.04838146038655005,0.13298986099830937,0,0.059251473125743866,0.17079483043518168,0,0.0009071892109366101,0.0573799221245647,0
1301,no_variation,Naive,102,0.023107784697822452,0.1230838808044915,0,0.028298374364691622,0.17606608148909483,0,0.000559604819743934,0.01711947943528485,0
1302,no_variation,Naive,103,0.0992046171358751,0.10110384470422805,0,0.12149971051281659,0.1478935053184823,0,0.0005557641858019147,0.007524523475719526,0
1303,no_variation,Naive,104,0.06756234674498904,0.4115514963177344,0,0.08225255094791786,0.6073891629359847,0,0.012769017902358099,0.019876163081233963,0
1304,no_variation,Naive,105,0.02875792594229178,0.10243694440346025,0,0.03522103464924441,0.14720892803527186,0,0.00011113046596109156,0.01289297713983705,0
1305,no_variation,Naive,106,0.0190195201572302,0.36289229210540447,0,0.023292915578196068,0.534883938740732,0,0.00032650998134697417,0.018908998834749367,0
1306,no_variation,Naive,107,0.06421472740955325,0.28485061748235524,0,0.07864638598759878,0.42674289093585166,0,0.00029255944513992087,0.0010660705753623766,0
1307,no_variation,Naive,108,0.04152655711748779,0.3088735714508217,0,0.050598823723442786,0.45559437868676267,0,0.007272063923251394,0.015431956978939872,0
1308,no_variation,Naive,109,0.04727244222384946,0.17444697861850023,0,0.057893384463494624,0.2561114176786374,0,0.0008737574866933757,0.011118100498225873,0
1309,no_variation,Naive,110,0.20841314037940942,0.11610593202888254,0,0.25525250778857667,0.1736507552382312,0,0.0006525210398540588,0.001016285610185258,0
1310,no_variation,Naive,111,0.04738958999178107,0.18616143952583472,0,0.05799554881753383,0.2729035791905042,0,0.0032175073385231987,0.012677160196495724,0
1311,no_variation,Naive,112,0.046810936917645776,0.16437165403642462,0,0.05733119767637377,0.24478883735584198,0,0.0002428812643007416,0.0035372873975899246,0
1312,no_variation,Naive,113,0.08999021534544985,0.2549057170527417,0,0.1102142822534426,0.3813861999670517,0,0.0005835653162139615,0.001944751224121611,0
1313,no_variation,Naive,114,0.03136688450839557,0.132719282507988,0,0.03841543873978783,0.19738830926567597,0,0.0003904665776927178,0.003381228992612081,0
1314,no_variation,Naive,115,0.03238700062034586,0.10480834828064291,0,0.039665595521082835,0.15515016030606565,0,0.0001857187727598485,0.004124724229797388,0
1315,no_variation,Naive,116,0.05129618570676941,0.16420006625682962,0,0.06282116896353222,0.24415863105665858,0,0.000947345924566727,0.004282936657171648,0
1316,no_variation,Naive,117,0.045564727042476855,0.2511877554589794,0,0.0558007577007621,0.375737024204113,0,0.0009919331670753626,0.0020892179687123018,0
1317,no_variation,Naive,118,0.06856021188290783,0.26791906854698955,0,0.0839687421774818,0.4015147041787116,0,9.29222837636487e-05,0.0007277972835454288,0
1318,no_variation,Naive,119,0.08386991265172494,0.24401861402979194,0,0.10271436114509162,0.36137638178133097,0,0.001416606415099943,0.00930307852671383,0
1319,no_variation,Naive,120,0.05198251013570858,0.25529836319299193,0,0.06363647412520133,0.37998966430225434,0,0.0027096866705025604,0.005915760974467077,0
1320,no_variation,Naive,121,0.08052898911721683,0.1625111698207892,0,0.09861868051549978,0.2407583492861121,0,0.0018617119772000317,0.006016810890143382,0
1321,no_variation,Naive,122,0.04584571926199476,0.37571966458586353,0,0.05614622859890999,0.5614740530599797,0,0.0008318366346799379,0.004210887637631165,0
1322,no_variation,Naive,123,0.01648045881441834,0.16039003288906387,0,0.020177827861754195,0.23286302690841465,0,0.0007260122340909775,0.01544404485036229,0
1323,no_variation,Naive,124,0.04294675529354287,0.2418500949736402,0,0.05259858600168915,0.3605805687766092,0,0.00022107007074045453,0.004389147367702204,0
1324,no_variation,Naive,125,0.06955422066302942,0.20613249783421847,0,0.08518282877439787,0.3075492142816718,0,0.0010678015299650826,0.003299064939311688,0
1325,no_variation,Naive,126,0.02970966082063398,0.405636027275645,0,0.036380618225900135,0.6035683082234216,0,0.0009450255202623467,0.009771465380092013,0
1326,no_variation,Naive,127,0.08723442732566418,0.19304652420634835,0,0.10683986873037814,0.28946004175246204,0,0.00014433246650583366,0.00021948911412095489,0
1327,no_variation,Naive,128,0.04124612321647983,0.1396676092465425,0,0.05051590997249706,0.2090563910212171,0,0.00011713440251740436,0.0008900456971933007,0
1328,no_variation,Naive,129,0.04248692908298582,0.1243536440713875,0,0.05203557847780986,0.1861672739317116,0,0.00012072144540923333,0.0007263843507393541,0
1329,no_variation,Naive,130,0.11099019273841493,0.205719076247168,0,0.1359083079416888,0.3050999978764558,0,0.0037858046946023863,0.00695723298859244,0
1330,no_variation,Naive,131,0.027031696010271146,0.3717978666535557,0,0.033105457684971244,0.5552540313645818,0,0.00044171315611356185,0.0048855372315034385,0
1331,no_variation,Naive,132,0.0536391219611275,0.4617933516852571,0,0.06569211471190955,0.691341820473776,0,0.0007472239535537175,0.0026964141082192884,0
1332,no_variation,Naive,133,0.04786944912033306,0.1528641309442986,0,0.058625900618476674,0.22795343380165867,0,0.000678255554683103,0.0026855252295784372,0
1333,no_variation,Naive,134,0.06107701818625225,0.17217555104302243,0,0.07480285957186925,0.257344897987535,0,0.000520433774634282,0.001836857153997261,0
1334,no_variation,Naive,135,0.055818177438601554,0.1003929446162918,0,0.06836101611658651,0.14098131895166915,0,0.0007414504145401361,0.019216195945537105,0
1335,no_variation,Naive,136,0.03937912829956175,0.15038988374823697,0,0.04822794049487389,0.2218063883968367,0,0.0005279660461067231,0.007556874451037515,0
1336,no_variation,Naive,137,0.067842612876406,0.7496702069896859,0,0.08296148984217132,1.121179451939868,0,0.006530143339030148,0.006651717089322166,0
1337,no_variation,Naive,138,0.04102432960906677,0.26969923520627087,0,0.04965808600324545,0.39098706357690466,0,0.010822931608793121,0.02712357846500328,0
1338,no_variation,Naive,139,0.0351374255530563,0.24164581091303464,0,0.04303433605328912,0.3623463844647866,0,8.868142354046656e-05,0.0002446638095307695,0
1339,no_variation,Naive,140,0.04134737107924853,0.12404592020475246,0,0.05063973203126242,0.1849011548226666,0,0.0002244216992710013,0.0023354509689241343,0
1340,no_variation,Naive,141,0.057919169848297904,0.31569999594982884,0,0.07093599113994223,0.4733586574545713,0,0.0002470419721743328,0.0003826729403440436,0
1341,no_variation,Naive,142,0.02021992458205184,0.17821802446318966,0,0.024763791994744853,0.26312306204430763,0,0.000212749603089237,0.008407949300953664,0
1342,no_variation,Naive,143,0.03821634830359936,0.16111522968982053,0,0.0468046215030663,0.24076101793765067,0,0.00035020693235774547,0.001823653194160206,0
1343,no_variation,Naive,144,0.08414001999386404,0.15597376267666008,0,0.10297824261374285,0.22798338571611787,0,0.005439852026824689,0.011954516597744498,0
1344,no_variation,Naive,145,0.05368651658266756,0.5581025731331531,0,0.06538821999711708,0.830080861179425,0,0.009771773613850933,0.014145997040609358,0
1345,no_variation,Naive,146,0.03555390930045203,0.15918178914868772,0,0.04353717701049325,0.23582632060644299,0,0.0011268698009372223,0.005892726233177241,0
1346,no_variation,Naive,147,0.07192365785495099,0.36951708215561,0,0.08802692082894577,0.5514365563123209,0,0.004643285093249074,0.0056781338421883175,0
1347,no_variation,Naive,148,0.060438398790888415,0.2904365597601233,0,0.07351224675108456,0.42344696163416656,0,0.012259661513871442,0.02441575601203667,0
1348,no_variation,Naive,149,0.04288861228164309,0.26867833330300994,0,0.05251341919354276,0.39787736249556427,0,0.0017264992157050066,0.010280274917901313,0
1349,no_variation,Naive,150,0.04197256253974356,0.1445216282599811,0,0.051382342663462255,0.21101539627359636,0,0.002190375147582178,0.011534092232750615,0
1350,no_variation,Naive,151,0.027352052686783482,0.42758521766032187,0,0.03349618620927552,0.6404640452357104,0,0.0006444977958224266,0.0018275625095448642,0
1351,no_variation,Naive,152,0.09401308887791883,0.4568123092506578,0,0.11443401677889774,0.6780519485072455,0,0.018030370179125527,0.014333030737482442,0
1352,no_variation,Naive,153,0.034366438760009166,0.44148297770266903,0,0.04168070703133696,0.6518295489812975,0,0.008282129066375273,0.02078983514541183,0
1353,no_variation,Naive,154,0.06885636211207169,0.34518097473871384,0,0.08429880977995095,0.512597512884038,0,0.003319209136754371,0.010347898448065655,0
1354,no_variation,Naive,155,0.04730651292485876,0.23553081169850212,0,0.05786505932013873,0.3460855798888477,0,0.0041216883777328486,0.01442127531781096,0
1355,no_variation,Naive,156,0.06800365932934521,0.16603464123388315,0,0.08327178109089887,0.2443294740665755,0,0.0022614142574406107,0.00944497556849843,0
1356,no_variation,Naive,157,0.07900849505867338,0.19932327546160292,0,0.0964844690781233,0.29018471140624846,0,0.010417357041715815,0.017600403572311824,0
1357,no_variation,Naive,158,0.039823507263667464,0.4316513423824569,0,0.04873105333487323,0.6421638760263766,0,0.002881679039311314,0.010626275094617553,0
1358,no_variation,Naive,159,0.05149493738130617,0.21127758813522676,0,0.06303123530571793,0.3125744727372594,0,0.0030516355261342443,0.008683818931161375,0
1359,no_variation,Naive,160,0.06587526611477927,0.334552049625147,0,0.08067845128631665,0.4997921467407681,0,0.0007918668839000926,0.00407185539390467,0
1360,no_variation,Naive,161,0.01687007150053945,0.16184041656489542,0,0.020661530143011076,0.24212487945148833,0,1.6780906695287093e-05,0.0012714907917095604,0
1361,no_variation,Naive,162,0.017128300578576377,0.09997769313076345,0,0.02097710053232869,0.13787492437977714,0,0.00024196826926318172,0.024183230632736082,0
1362,no_variation,Naive,163,0.047440847529296344,0.17243210788753485,0,0.05810279665062954,0.2578656700513129,0,0.0001791246633338287,0.0015649835599787325,0
1363,no_variation,Naive,164,0.027245620877820776,0.33046322590563576,0,0.03327526316179109,0.49003268622910817,0,0.003533453562865651,0.011324305258690902,0
1364,no_variation,Naive,165,0.0564240486537953,0.22332095012524752,0,0.06910297146212883,0.14025317665472095,0,0.0007605719334770934,0.38945649706630064,0
1365,no_variation,Naive,166,0.06652162303480878,0.10359575142764832,0,0.08147192175958154,0.1538406436394616,0,0.00017584981335968454,0.003105967004021837,0
1366,no_variation,Naive,167,0.13456135466558225,0.28488968699378076,0,0.16475423984011087,0.42420570216869014,0,0.005688182286485155,0.006257656643962038,0
1367,no_variation,Naive,168,0.06940608847056495,0.23571426394159053,0,0.0849850756926739,0.3471834896259366,0,0.0025863428567464695,0.012775812572898346,0
1368,no_variation,Naive,169,0.06041412079274509,0.39463750072151815,0,0.07397304109943283,0.5903141329121119,0,0.002361430601230299,0.0032842363403306324,0
1369,no_variation,Naive,170,0.02466442786363249,0.2111606846050266,0,0.029968845970477855,0.30319793557402663,0,0.005360834628725146,0.027086182667026577,0
1370,no_variation,Naive,171,0.057692353783075946,0.1340328885227071,0,0.07065686399262994,0.19218255105289755,0,0.0006619641597420643,0.01773356346232614,0
1371,no_variation,Naive,172,0.03003523087655164,0.11007876077750527,0,0.036779160235734944,0.15519977093020376,0,0.0009654150048294351,0.019836740472108216,0
1372,no_variation,Naive,173,0.0452399503073077,0.13393128299694448,0,0.0554000122470099,0.19656841772186884,0,0.0012792956989362675,0.008657013547095808,0
1373,no_variation,Naive,174,0.05809182620986145,0.17885404414395192,0,0.07114677172475742,0.26532884163255704,0,0.0005045428433278139,0.005904449166741692,0
1374,no_variation,Naive,175,0.06958337659748305,0.46963689281441795,0,0.08521893572245201,0.7034664596997939,0,0.001002439417941155,0.001977759043666119,0
1375,no_variation,Naive,176,0.08823460729720115,0.1849675875052704,0,0.10801331164970421,0.2726036571584861,0,0.004720888433510559,0.009695448198838833,0
1376,no_variation,Naive,177,0.019309404258132858,0.4793380854428913,0,0.023631702730360846,0.7166771877641799,0,0.0012823925061030662,0.004659880800314356,0
1377,no_variation,Naive,178,0.07612783378060155,0.18013025901281268,0,0.09323340268129396,0.2659777872834376,0,0.0011859499635627707,0.008435202471562965,0
1378,no_variation,Naive,179,0.054810949175000796,0.20450322991584965,0,0.06708845552916061,0.3031154246574153,0,0.00331643148839815,0.007278840432718229,0
1379,no_variation,Naive,180,0.05837890435976942,0.122197996145972,0,0.0714932870081643,0.17159619463407189,0,0.001307382223302078,0.023401599169772296,0
1380,no_variation,Naive,181,0.01936272709577552,0.23628023263563017,0,0.02371304845032376,0.351745919274908,0,0.0003581454196751221,0.0053488593570745445,0
1381,no_variation,Naive,182,0.04608347519443969,0.14611760175095698,0,0.056438822259589086,0.14780998840971446,0,0.0006154200928127914,0.142732828433442,0
1382,no_variation,Naive,183,0.031550031187723065,0.15909938606113877,0,0.03864062339194569,0.238174161390348,0,0.00013360988935675518,0.0009498354027202895,0
1383,no_variation,Naive,184,0.030780042878212663,0.13953355997498074,0,0.03769750377888179,0.20863563631681478,0,0.00017186167756848194,0.0013294072913126655,0
1384,no_variation,Naive,185,0.11414447825989163,0.13398078159644713,0,0.13979694814614627,0.19994411008683666,0,0.0007157721117824197,0.0020541246156680943,0
1385,no_variation,Naive,186,0.06406301920076471,0.1149816974221289,0,0.07846049262498705,0.16695531449597906,0,0.0003368700659718666,0.011034463274428608,0
1386,no_variation,Naive,187,0.06445617681774547,0.10420739527131256,0,0.07893953084849234,0.15210691688363642,0,0.0009471687923779895,0.008408352046664857,0
1387,no_variation,Naive,188,0.07024985679637619,0.2725665290524811,0,0.08603497500278867,0.40672059120636816,0,0.0010456061749726272,0.004258404744706997,0
1388,no_variation,Naive,189,0.07179414121802355,0.0997550469673208,0,0.08792876608970644,0.13710602329235205,0,0.00051022307269408,0.025053094317258294,0
1389,no_variation,Naive,190,0.04021936724062237,0.18026164232932532,0,0.049257346297686994,0.26762751585460287,0,0.0004692282255216898,0.005529895278770217,0
1390,no_variation,Naive,191,0.06859039791832926,0.20212387923904615,0,0.08400510309830189,0.3027443031615532,0,0.00046191630365142013,0.0008830313940320042,0
1391,no_variation,Naive,192,0.04916964464229708,0.12750276088576173,0,0.06022023593156416,0.1909354817892457,0,9.072729918646189e-05,0.0006373190787938171,0
1392,no_variation,Naive,193,0.11027405331291601,0.18370131761318317,0,0.1350501931299396,0.27277033539502304,0,0.0019977921091937703,0.005563282049503427,0
1393,no_variation,Naive,194,0.07418080279107417,0.23170761354181746,0,0.09084254256813394,0.3446404647017727,0,0.001907728413127674,0.005841911221907029,0
1394,no_variation,Naive,195,0.05695889403440694,0.20424826415395905,0,0.06975963937978057,0.3048284205774481,0,0.000363670282443553,0.003087951306980922,0
